,word,count
245,paralyzed,60
246,ondansetron,60
247,mmhg,60
248,excedrin,60
249,crp,59
250,toradol,58
251,remdesivir,58
252,mini,58
253,hyperlipidemia,58
254,hcl,58
255,folic,58
256,coughwheeze,57
257,cath,57
258,worsened,56
259,rom,56
260,medications,56
261,heartrate,56
262,ears,56
263,singulair,55
264,lexapro,55
265,iec,55
266,hashimoto,55
267,tmax,54
268,clarifies,54
269,october,53
270,monitored,53
271,fluoxetine,53
272,dnr,53
273,dexamfetamine,53
274,crohn,53
275,strep,52
276,spasms,52
277,lipitor,52
278,jul,52
279,hcps,52
280,duloxetine,52
281,amfetamine,52
282,persists,51
283,hydrocodone,51
284,flonase,51
285,ethnicity,51
286,clarified,51
287,cipro,51
288,warfarin,50
289,restroom,50
290,lorazepam,50
291,zoloft,49
292,sxs,49
293,spironolactone,49
294,ibcc,49
295,fexofenadine,49
296,dept,49
297,allergies,49
298,reevaluate,48
299,mins,48
300,gastrooesophageal,48
301,diltiazem,48
302,cardiomyopathy,48
303,bloodwork,48
304,svt,47
305,plavix,47
306,online,47
307,admin,47
308,vancomycin,46
309,pneumovax,46
310,johnson,46
311,injected,46
312,hctz,46
313,furosemide,46
314,eval,46
315,cephalexin,46
316,lidocaine,45
317,lbs,45
318,inj,45
319,tramadol,44
320,tpa,44
321,paperwork,44
322,nstemi,44
323,igg,44
324,erythemamultiform,44
325,email,44
326,eeg,44
327,thighs,43
328,protonix,43
329,died,43
330,augmentin,43
331,multi,42
332,evaluated,42
333,alprazolam,42
334,pvc,41
335,lasix,41
336,inr,41
337,fatigued,41
338,described,41
339,ciprofloxacin,41
340,propranolol,40
341,melatonin,40
342,levaquin,40
343,chemo,40
344,cerebrovascular,40
345,bipap,40
346,xarelto,39
347,vomited,39
348,sulfamethoxazole,39
349,rna,39
350,neurologic,39
351,meloxicam,39
352,loe,39
353,leukocytosis,39
354,describes,39
355,coworker,39
356,bodyache,39
357,bamlanivimab,39
358,xyzal,38
359,september,38
360,pravastatin,38
361,erythromycin,38
362,emts,38
363,crestor,38
364,coughing,38
365,besilate,38
366,vomitting,37
367,varies,37
368,trimethoprim,37
369,pmh,37
370,musculoskeletal,37
371,ivp,37
372,irritated,37
373,arthralgias,37
374,wheezing,36
375,sjogren,36
376,rrt,36
377,outcomes,36
378,nucleic,36
379,immunoglobulin,36
380,clopidogrel,36
381,prozac,35
382,paraesthesia,35
383,nauseas,35
384,immunocompromised,35
385,delayed,35
386,atenolol,35
387,arrived,35
388,aki,35
389,achey,35
390,tocopheryl,34
391,telehealth,34
392,rvr,34
393,probiotic,34
394,oximeter,34
395,levofloxacin,34
396,fluzone,34
397,enzymes,34
398,asa,34
399,april,34
400,valsartan,33
401,vac,33
402,triamcinolone,33
403,statin,33
404,neg,33
405,methotrexate,33
406,loc,33
407,july,33
408,hydroxychloroquine,33
409,gallbladder,33
410,ecg,33
411,dyspnoea,33
412,demyelinate,33
413,comorbidities,33
414,clonazepam,33
415,celecoxib,33
416,timeframe,32
417,pancytopenia,32
418,norethisterone,32
419,lamotrigine,32
420,kid,32
421,hpi,32
422,hips,32
423,expired,32
424,aprox,32
425,adderall,32
426,zolpidem,31
427,rocephin,31
428,rec,31
429,radiating,31
430,preexist,31
431,percocet,31
432,lyme,31
433,cmp,31
434,clarithromycin,31
435,budesonide,31
436,bleeds,31
437,venlafaxine,30
438,upc,30
439,trazodone,30
440,seizures,30
441,rhabdomyolysis,30
442,required,30
443,rechecked,30
444,progressed,30
445,passed,30
446,le,30
447,extubated,30
448,esr,30
449,ceftriaxone,30
450,ups,29
451,tamsulosin,29
452,sbp,29
453,revaccinated,29
454,prilosec,29
455,poc,29
456,persisted,29
457,mca,29
458,keppra,29
459,ivf,29
460,immunotherapy,29
461,hiv,29
462,gravis,29
463,furoate,29
464,cymbalta,29
465,botox,29
466,alzheimer,29
467,xanax,28
468,stemi,28
469,norvasc,28
470,hsv,28
471,hotline,28
472,feels,28
473,esomeprazole,28
474,emg,28
475,elo,28
476,complains,28
477,clonidine,28
478,breastfeed,28
479,bilat,28
480,app,28
481,adls,28
482,topiramate,27
483,midline,27
484,lightheadness,27
485,lamictal,27
486,knees,27
487,inches,27
488,ibs,27
489,gatorade,27
490,denied,27
491,ckd,27
492,carvedilol,27
493,buspirone,27
494,anticoagulation,27
495,advair,27
496,updated,26
497,symbicort,26
498,stat,26
499,rivaroxaban,26
500,rheumatologist,26
501,infiltrates,26
502,imaging,26
503,hpv,26
504,hodgkin,26
505,coworkers,26
506,celebrex,26
507,cefalexin,26
508,bandaid,26
509,acls,26
510,sumatriptan,25
511,sulfur,25
512,placed,25
513,pcn,25
514,looked,25
515,lipid,25
516,hypoxemia,25
517,enbrel,25
518,corticosteroid,25
519,clindamycin,25
520,asked,25
521,angiogram,25
522,vitamins,24
523,tetracycline,24
524,steroids,24
525,rxn,24
526,ribs,24
527,readmitted,24
528,polymyalgia,24
529,nyquil,24
530,intubated,24
531,indicated,24
532,igm,24
533,gurney,24
534,eyes,24
535,coordination,24
536,caused,24
537,bnp,24
538,valaciclovir,23
539,tues,23
540,thrombocytopenic,23
541,sudafed,23
542,rheumatica,23
543,pcos,23
544,nexium,23
545,mometasone,23
546,liothyronine,23
547,itched,23
548,impaired,23
549,hypoaesthesia,23
550,hospitalist,23
551,fda,23
552,diarrhoea,23
553,coumadin,23
554,contacted,23
555,cont,23
556,betacarotene,23
557,aprn,23
558,apap,23
559,amr,23
560,worsens,22
561,valium,22
562,rosc,22
563,pulmonologist,22
564,promethazine,22
565,predisone,22
566,oncologist,22
567,olmesartan,22
568,mrsa,22
569,lymphnodes,22
570,limbs,22
571,indurated,22
572,hgb,22
573,formoterol,22
574,fentanyl,22
575,ezetimibe,22
576,expected,22
577,csf,22
578,compazine,22
579,bystolic,22
580,amitriptyline,22
581,allopurinol,22
582,vsafe,21
583,sores,21
584,sitagliptin,21
585,pvcs,21
586,pt,21
587,postherpetic,21
588,pna,21
589,meniere,21
590,ketoacidosis,21
591,ish,21
592,info,21
593,hyperhidrosis,21
594,humira,21
595,hld,21
596,happens,21
597,gb,21
598,flexeril,21
599,fatique,21
600,doppler,21
601,dizzyness,21
602,cytokine,21
603,covax,21
604,confirms,21
605,celsius,21
606,bmp,21
607,bisulfate,21
608,aed,21
609,walked,20
610,waited,20
611,phenergan,20
612,pepto,20
613,paresthesias,20
614,occurred,20
615,mucinex,20
616,mentioned,20
617,macrobid,20
618,lpm,20
619,lovenox,20
620,levophed,20
621,levocetirizine,20
622,hyponatremia,20
623,discussed,20
624,diff,20
625,diclofenac,20
626,cyclobenzaprine,20
627,curcuma,20
628,couldnt,20
629,citalopram,20
630,baclofen,20
631,amiodarone,20
632,adhd,20
633,verbalized,19
634,topamax,19
635,tachypneic,19
636,subsided,19
637,salmeterol,19
638,presyncope,19
639,prednisolone,19
640,poa,19
641,neutrophil,19
642,neutropenia,19
643,multiforme,19
644,lyrica,19
645,lfts,19
646,levetiracetam,19
647,imitrex,19
648,hypokalemia,19
649,hemodynamically,19
650,hemodialysis,19
651,globus,19
652,finasteride,19
653,edd,19
654,dka,19
655,dehydrated,19
656,cpap,19
657,cardioversion,19
658,bil,19
659,ambien,19
660,aforementioned,19
661,accompanied,19
662,xinafoate,18
663,woken,18
664,toprol,18
665,tdap,18
666,seafood,18
667,remained,18
668,receives,18
669,radiates,18
670,qiv,18
671,prevacid,18
672,prediabetes,18
673,pmhx,18
674,neomycin,18
675,metronidazole,18
676,mesilate,18
677,levonorgestrel,18
678,ketorolac,18
679,initiated,18
680,gardasil,18
681,fluarix,18
682,flecainide,18
683,darker,18
684,cardizem,18
685,cardio,18
686,buspar,18
687,bismol,18
688,triamterene,17
689,texted,17
690,stomachache,17
691,stevens,17
692,sensorineural,17
693,nebivolol,17
694,modernatx,17
695,missed,17
696,ictal,17
697,holter,17
698,hcg,17
699,duoneb,17
700,dosing,17
701,dihydrochloride,17
702,demerol,17
703,database,17
704,crm,17
705,collapsed,17
706,bradycardic,17
707,boyfriend,17
708,bos,17
709,blurriness,17
710,bicarb,17
711,arrhythmias,17
712,ards,17
713,adr,17
714,zap,16
715,wks,16
716,troponins,16
717,tightening,16
718,thrombectomy,16
719,throbbing,16
720,talked,16
721,soa,16
722,scared,16
723,reglan,16
724,referred,16
725,reddened,16
726,rebreather,16
727,pta,16
728,presented,16
729,pregabalin,16
730,pred,16
731,ppe,16
732,pak,16
733,norco,16
734,mmr,16
735,lansoprazole,16
736,ipratropium,16
737,imbruvica,16
738,hfa,16
739,glargine,16
740,endometriosis,16
741,cleared,16
742,cabg,16
743,bmi,16
744,atarax,16
745,assisted,16
746,altered,16
747,wrists,15
748,voltaren,15
749,vistaril,15
750,visited,15
751,ubidecarenone,15
752,squibb,15
753,snf,15
754,sanofi,15
755,respdepression,15
756,recieving,15
757,rashes,15
758,quetiapine,15
759,pulled,15
760,polymerase,15
761,pmd,15
762,plt,15
763,novocain,15
764,myers,15
765,multiorgan,15
766,migraines,15
767,mammogram,15
768,lenalidomide,15
769,laparoscopic,15
770,ischaemic,15
771,internet,15
772,intensified,15
773,incurred,15
774,imodium,15
775,iga,15
776,ibuprophen,15
777,fasciitis,15
778,effexor,15
779,disoriented,15
780,crosslinked,15
781,conj,15
782,bristol,15
783,ble,15
784,biaxin,15
785,bendryl,15
786,attempted,15
787,asks,15
788,abx,15
789,zosyn,14
790,xrays,14
791,verapamil,14
792,urinated,14
793,tsh,14
794,tricep,14
795,tmj,14
796,tamoxifen,14
797,suffered,14
798,stats,14
799,stairs,14
800,sps,14
801,seconds,14
802,rle,14
803,ptsd,14
804,paroxetine,14
805,palsey,14
806,ob,14
807,needed,14
808,meds,14
809,leaked,14
810,lb,14
811,irbesartan,14
812,ibrance,14
813,graf,14
814,glaxosmithkline,14
815,glands,14
816,fluad,14
817,fainted,14
818,extremities,14
819,exertional,14
820,etonogestrel,14
821,electrolytes,14
822,dysrhythmia,14
823,diminished,14
824,dilaudid,14
825,develops,14
826,defibrillator,14
827,cpk,14
828,coq,14
829,cna,14
830,cimetidine,14
831,cephalosporin,14
832,caplets,14
833,bruised,14
834,bph,14
835,bendaryl,14
836,awoken,14
837,appx,14
838,angio,14
839,aminotransferase,14
840,agrees,14
841,acellular,14
842,voicemail,13
843,vivotif,13
844,vicodin,13
845,usa,13
846,tounge,13
847,thurs,13
848,telmisartan,13
849,sxms,13
850,resolving,13
851,reddness,13
852,raynaud,13
853,rale,13
854,quadrival,13
855,procalcitonin,13
856,otezla,13
857,occurs,13
858,occ,13
859,obgyn,13
860,nsr,13
861,normocephalic,13
862,nontender,13
863,multivitamins,13
864,medoxomil,13
865,ltc,13
866,leukopenia,13
867,inquired,13
868,infliximab,13
869,hydralazine,13
870,hcc,13
871,hbv,13
872,guaifenesin,13
873,glipizide,13
874,frontline,13
875,fri,13
876,followup,13
877,flagyl,13
878,etanercept,13
879,dyslipidemia,13
880,dtap,13
881,controlled,13
882,computerise,13
883,coivd,13
884,clavulanic,13
885,cefdinir,13
886,blurredvision,13
887,bifidobacterium,13
888,barr,13
889,bamlanirimab,13
890,aspart,13
891,appeared,13
892,anastrozole,13
893,aidp,13
894,adl,13
895,zithromax,12
896,zantac,12
897,weaker,12
898,vyvanse,12
899,vlp,12
900,tromethamine,12
901,timeline,12
902,tendonitis,12
903,symtoms,12
904,swallowing,12
905,shakey,12
906,sed,12
907,rundown,12
908,rosacea,12
909,rheumatology,12
910,ranitidine,12
911,qday,12
912,premedicated,12
913,played,12
914,planning,12
915,pfizerbiontech,12
916,oximetry,12
917,novocaine,12
918,norgestimate,12
919,neosporin,12
920,mycophenolate,12
921,methylphenidate,12
922,leukaemia,12
923,jumpin,12
924,inflammatories,12
925,immunosuppressant,12
926,immunodeficiency,12
927,ibu,12
928,hang,12
929,girlfriend,12
930,gastro,12
931,foley,12
932,fio,12
933,eyebrows,12
934,extremeties,12
935,experiencing,12
936,esp,12
937,eosinophil,12
938,eau,12
939,dna,12
940,diazepam,12
941,dexlansoprazole,12
942,cst,12
943,complained,12
944,comirnaty,12
945,coagulopathy,12
946,clogged,12
947,carbamazepine,12
948,azelastine,12
949,azathioprine,12
950,asprin,12
951,antibodies,12
952,alendronate,12
953,adalimumab,12
954,achilles,12
955,acetonide,12
956,xantofyl,11
957,wbcs,11
958,utilized,11
959,unkown,11
960,twitching,11
961,triaged,11
962,transaminase,11
963,tizanidine,11
964,sonogram,11
965,sirva,11
966,rizatriptan,11
967,reoccurred,11
968,ramipril,11
969,proair,11
970,preterm,11
971,presyncopal,11
972,plaquenil,11
973,osteopenia,11
974,osa,11
975,neurontin,11
976,neurologically,11
977,nad,11
978,myopericarditis,11
979,mesalamine,11
980,mdi,11
981,mastocytosis,11
982,lymphnode,11
983,lisdexamfetamine,11
984,levoxyl,11
985,lantus,11
986,junel,11
987,januvia,11
988,inoculated,11
989,hyperkalemia,11
990,humalog,11
991,flulaval,11
992,fluids,11
993,flovent,11
994,enoxaparin,11
995,empagliflozin,11
996,electronically,11
997,ecmo,11
998,dresden,11
999,dni,11
1000,computerize,11
1001,cefepime,11
1002,cbg,11
1003,buttocks,11
1004,bumps,11
1005,bue,11
1006,bm,11
1007,benzonatate,11
1008,aml,11
1009,wooziness,10
1010,vilanterol,10
1011,uri,10
1012,trifenatate,10
1013,tofacitinib,10
1014,telemedicine,10
1015,tazobactam,10
1016,tamiflu,10
1017,tailbone,10
1018,supra,10
1019,submandibular,10
1020,staph,10
1021,spasming,10
1022,sinuses,10
1023,ribcage,10
1024,resulted,10
1025,rested,10
1026,radiculopathy,10
1027,qid,10
1028,pulmonology,10
1029,prochlorperazine,10
1030,probed,10
1031,prevnar,10
1032,presumed,10
1033,ppi,10
1034,piperacillin,10
1035,phytomenadione,10
1036,pharmacovigilance,10
1037,pedialyte,10
1038,packaging,10
1039,numbess,10
1040,nucala,10
1041,nortriptyline,10
1042,nonresponsive,10
1043,nkda,10
1044,nka,10
1045,nifedipine,10
1046,naprosyn,10
1047,mra,10
1048,mmol,10
1049,migrane,10
1050,methocarbamol,10
1051,md,10
1052,lovastatin,10
1053,lopressor,10
1054,lmp,10
1055,leiden,10
1056,kenalog,10
1057,jitteriness,10
1058,hypoxemic,10
1059,hyperreflexia,10
1060,hyperinflammatory,10
1061,hosp,10
1062,hlh,10
1063,guillian,10
1064,glimepiride,10
1065,flomax,10
1066,escorted,10
1067,eoh,10
1068,engerix,10
1069,endotracheal,10
1070,eli,10
1071,droopiness,10
1072,diovan,10
1073,dexilant,10
1074,desvenlafaxine,10
1075,crappy,10
1076,cortizone,10
1077,cookie,10
1078,cmx,10
1079,chickenpox,10
1080,chewable,10
1081,celexa,10
1082,cefixime,10
1083,carbidopa,10
1084,alot,10
1085,yogurt,9
1086,vss,9
1087,ventolin,9
1088,vaccines,9
1089,usp,9
1090,undergone,9
1091,torsemide,9
1092,tacrolimus,9
1093,tachy,9
1094,sorethroat,9
1095,slurred,9
1096,simethicone,9
1097,retested,9
1098,reoccurring,9
1099,remembers,9
1100,pupils,9
1101,proceeded,9
1102,preservision,9
1103,pathophysiology,9
1104,parasthesias,9
1105,odynophagia,9
1106,odt,9
1107,nrb,9
1108,novolog,9
1109,normalized,9
1110,nitrofurantoin,9
1111,mirena,9
1112,miralax,9
1113,mg,9
1114,meq,9
1115,medroxyprogesterone,9
1116,meantime,9
1117,mcp,9
1118,maxalt,9
1119,lungs,9
1120,lumps,9
1121,lpn,9
1122,louder,9
1123,loperamide,9
1124,levodopa,9
1125,lacrimation,9
1126,labetalol,9
1127,klonopin,9
1128,jardiance,9
1129,ivpb,9
1130,invalidated,9
1131,hyperlipidaemia,9
1132,hbp,9
1133,hangover,9
1134,granola,9
1135,glute,9
1136,fridge,9
1137,flulike,9
1138,fioricet,9
1139,ferritin,9
1140,fenofibrate,9
1141,ext,9
1142,explains,9
1143,ett,9
1144,epipens,9
1145,epinepherine,9
1146,dysgeusia,9
1147,ductal,9
1148,documented,9
1149,dermatomyositis,9
1150,ctab,9
1151,covd,9
1152,considers,9
1153,cns,9
1154,cmv,9
1155,chlorthalidone,9
1156,cfdna,9
1157,ceclor,9
1158,breo,9
1159,brainstem,9
1160,bibasilar,9
1161,betamethasone,9
1162,benicar,9
1163,beep,9
1164,arnp,9
1165,anytime,9
1166,amp,9
1167,acc,9
1168,zpack,8
1169,zetia,8
1170,yrs,8
1171,xeljanz,8
1172,wistar,8
1173,var,8
1174,txt,8
1175,trendelenberg,8
1176,telemed,8
1177,sucralfate,8
1178,subq,8
1179,sublingually,8
1180,spots,8
1181,slurring,8
1182,sits,8
1183,shots,8
1184,seroquel,8
1185,sats,8
1186,ruled,8
1187,robitussin,8
1188,rlq,8
1189,reevaluation,8
1190,recorded,8
1191,recevied,8
1192,rashy,8
1193,ranolazine,8
1194,presenting,8
1195,polymyxin,8
1196,performed,8
1197,pectoris,8
1198,pateint,8
1199,palpatations,8
1200,paitent,8
1201,nuvaring,8
1202,ng,8
1203,nebulized,8
1204,moved,8
1205,mirtazapine,8
1206,metoclopramide,8
1207,methylprednisone,8
1208,merck,8
1209,memantine,8
1210,manufacturing,8
1211,macrogol,8
1212,lvn,8
1213,lumpectomy,8
1214,lucas,8
1215,loratidine,8
1216,loestrin,8
1217,lle,8
1218,lispro,8
1219,liraglutide,8
1220,ldh,8
1221,labwork,8
1222,ivermectin,8
1223,iud,8
1224,hypomagnesemia,8
1225,hospitalisation,8
1226,gamunex,8
1227,fumigatus,8
1228,followed,8
1229,folate,8
1230,firefighter,8
1231,enroute,8
1232,emgality,8
1233,eks,8
1234,egd,8
1235,dysautonomia,8
1236,drs,8
1237,drospirenone,8
1238,docusate,8
1239,dipropionate,8
1240,diarhea,8
1241,depo,8
1242,degf,8
1243,decompensated,8
1244,cramps,8
1245,computerized,8
1246,colace,8
1247,charlie,8
1248,charley,8
1249,ccu,8
1250,bullseye,8
1251,bppv,8
1252,blacked,8
1253,bexsero,8
1254,besylate,8
1255,benazepril,8
1256,asap,8
1257,apnoea,8
1258,aox,8
1259,antihypertensive,8
1260,ankles,8
1261,admits,8
1262,addison,8
1263,zocor,7
1264,wiped,7
1265,vzv,7
1266,vfib,7
1267,verbalizes,7
1268,vasopressin,7
1269,vaso,7
1270,vasculitic,7
1271,valcyclovir,7
1272,urinating,7
1273,unk,7
1274,trulicity,7
1275,tmp,7
1276,timolol,7
1277,thromboembolism,7
1278,televisit,7
1279,takotsubo,7
1280,tac,7
1281,tabs,7
1282,symtpoms,7
1283,surprised,7
1284,suffers,7
1285,septra,7
1286,semaglutide,7
1287,scr,7
1288,ropinirole,7
1289,resps,7
1290,remicade,7
1291,regul,7
1292,reflexes,7
1293,recived,7
1294,qvar,7
1295,pristiq,7
1296,prbc,7
1297,pramipexole,7
1298,pons,7
1299,pneumoniae,7
1300,plts,7
1301,pleuralpericardial,7
1302,pjp,7
1303,pills,7
1304,pepsid,7
1305,paxil,7
1306,parasthesia,7
1307,pamoate,7
1308,pajamas,7
1309,painfull,7
1310,oedema,7
1311,obs,7
1312,nsaids,7
1313,norepinephrine,7
1314,nonrebreather,7
1315,nexplanon,7
1316,nebs,7
1317,mycoplasma,7
1318,multidose,7
1319,mssa,7
1320,mobic,7
1321,methimazole,7
1322,menactra,7
1323,mcm,7
1324,mcd,7
1325,maraviroc,7
1326,lingering,7
1327,levothyroxin,7
1328,lactis,7
1329,jerking,7
1330,itchyness,7
1331,isosorbide,7
1332,ipv,7
1333,inx,7
1334,immunosuppressed,7
1335,immunizer,7
1336,icd,7
1337,ibuprofren,7
1338,hungover,7
1339,hib,7
1340,headach,7
1341,hct,7
1342,happened,7
1343,goosebump,7
1344,google,7
1345,friends,7
1346,fluish,7
1347,fingertips,7
1348,est,7
1349,esrd,7
1350,escherichia,7
1351,endorses,7
1352,enalapril,7
1353,empirically,7
1354,emp,7
1355,ellipta,7
1356,dystonic,7
1357,dystonia,7
1358,dysequilibrium,7
1359,dulaglutide,7
1360,dramamine,7
1361,dolutegravir,7
1362,diseases,7
1363,dilantin,7
1364,digoxin,7
1365,dic,7
1366,desogestrel,7
1367,cosign,7
1368,cooperative,7
1369,computerised,7
1370,cmo,7
1371,cll,7
1372,cefzil,7
1373,cefuroxime,7
1374,canula,7
1375,bortezomib,7
1376,blotchiness,7
1377,blew,7
1378,bisoprolol,7
1379,biotech,7
1380,biofire,7
1381,benydryl,7
1382,benadrly,7
1383,behcet,7
1384,atory,7
1385,armpits,7
1386,aripiprazole,7
1387,antimicrobial,7
1388,antidepressant,7
1389,anticonvulsant,7
1390,ampicillin,7
1391,alittle,7
1392,agitated,7
1393,aggravated,7
1394,afluria,7
1395,activated,7
1396,aciclovir,7
1397,zomig,6
1398,zoledronic,6
1399,zepac,6
1400,zeaxanthin,6
1401,voriconazole,6
1402,vedolizumab,6
1403,valproate,6
1404,utilizing,6
1405,ustekinumab,6
1406,usitatissimum,6
1407,understands,6
1408,underactive,6
1409,umeclidinium,6
1410,uctd,6
1411,ubrogepant,6
1412,tte,6
1413,trop,6
1414,trendelenburg,6
1415,transaminitis,6
1416,toileting,6
1417,toes,6
1418,thurner,6
1419,texting,6
1420,terazosin,6
1421,tbi,6
1422,tadalafil,6
1423,syptoms,6
1424,sweeling,6
1425,suggested,6
1426,subsides,6
1427,stridorous,6
1428,steriods,6
1429,standby,6
1430,stabilized,6
1431,spam,6
1432,spacey,6
1433,sorness,6
1434,solucortef,6
1435,solifenacin,6
1436,sjogrens,6
1437,rsv,6
1438,rrr,6
1439,rph,6
1440,robaxin,6
1441,rituximab,6
1442,responded,6
1443,resides,6
1444,requested,6
1445,released,6
1446,regeneron,6
1447,refused,6
1448,readministered,6
1449,ranexa,6
1450,pulling,6
1451,ptt,6
1452,procedures,6
1453,premedications,6
1454,precludes,6
1455,praevia,6
1456,pmr,6
1457,phenytoin,6
1458,pentacel,6
1459,pe,6
1460,pcm,6
1461,pci,6
1462,papillomavirus,6
1463,osat,6
1464,ocp,6
1465,nvd,6
1466,nite,6
1467,nicu,6
1468,nephrolithiasis,6
1469,names,6
1470,nacl,6
1471,multisystem,6
1472,mris,6
1473,moveable,6
1474,morniflumate,6
1475,miscarried,6
1476,minoxidil,6
1477,mgs,6
1478,mdvs,6
1479,lipoic,6
1480,linum,6
1481,lft,6
1482,leukocyte,6
1483,latanoprost,6
1484,kinda,6
1485,kidneys,6
1486,ivfs,6
1487,itchier,6
1488,intra,6
1489,inflamation,6
1490,incapacitated,6
1491,inactivated,6
1492,iii,6
1493,identifies,6
1494,hypernatremia,6
1495,hyclate,6
1496,hoping,6
1497,heent,6
1498,hashimotos,6
1499,gtt,6
1500,grabbed,6
1501,gc,6
1502,gbs,6
1503,fosamax,6
1504,foraminal,6
1505,fnp,6
1506,fludrocortisone,6
1507,fluctuating,6
1508,fevered,6
1509,etodolac,6
1510,erythematosus,6
1511,epstein,6
1512,entyvio,6
1513,encouraged,6
1514,electromyography,6
1515,ehs,6
1516,eggs,6
1517,dupixent,6
1518,dupilumab,6
1519,dulera,6
1520,dtp,6
1521,dripped,6
1522,doxepin,6
1523,distension,6
1524,diskus,6
1525,disabling,6
1526,diarreah,6
1527,diamox,6
1528,dextromethorphan,6
1529,detox,6
1530,depakote,6
1531,ddimer,6
1532,darunavir,6
1533,dabigatran,6
1534,cytomel,6
1535,cytomegalovirus,6
1536,cyclosporine,6
1537,cruddy,6
1538,crnp,6
1539,costochondritis,6
1540,coordinate,6
1541,consulted,6
1542,congential,6
1543,conciousness,6
1544,cnp,6
1545,clostridium,6
1546,clavulanate,6
1547,clavical,6
1548,chils,6
1549,chills,6
1550,cbd,6
1551,bulging,6
